timestamp,system,decision,outcome,group_region,group_tier,feature_score
2026-08-10T12:00:00Z,dispatch-optimizer,0,0,south,premium,0.05
2026-08-10T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.202
2026-08-10T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.312
2026-08-10T12:00:00Z,dispatch-optimizer,0,0,south,basic,0.305
2026-08-10T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.759
2026-08-10T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.29
2026-08-10T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.5
2026-08-10T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.178
2026-08-10T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.347
2026-08-10T12:00:00Z,dispatch-optimizer,0,0,south,basic,0.018
2026-08-10T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.25
2026-08-10T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.015
2026-08-10T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.733
2026-08-10T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.551
2026-08-10T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.189
2026-08-10T12:00:00Z,dispatch-optimizer,1,1,south,basic,0.475
2026-08-10T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.935
2026-08-10T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.106
2026-08-10T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.819
2026-08-10T12:00:00Z,dispatch-optimizer,1,0,north,basic,0.432
2026-08-10T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.495
2026-08-10T12:00:00Z,dispatch-optimizer,1,1,south,basic,0.835
2026-08-10T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.393
2026-08-10T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.507
2026-08-10T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.688
2026-08-10T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.982
2026-08-10T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.343
2026-08-10T12:00:00Z,dispatch-optimizer,1,1,south,basic,0.832
2026-08-10T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.707
2026-08-10T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.636
2026-08-10T12:00:00Z,dispatch-optimizer,1,0,south,premium,0.405
2026-08-10T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.348
2026-08-10T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.054
2026-08-10T12:00:00Z,dispatch-optimizer,0,0,south,basic,0.13
2026-08-11T12:00:00Z,dispatch-optimizer,0,0,south,premium,0.071
2026-08-11T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.741
2026-08-11T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.256
2026-08-11T12:00:00Z,dispatch-optimizer,0,0,south,basic,0.163
2026-08-11T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.084
2026-08-11T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.841
2026-08-11T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.871
2026-08-11T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.671
2026-08-11T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.282
2026-08-11T12:00:00Z,dispatch-optimizer,0,0,south,basic,0.242
2026-08-11T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.293
2026-08-11T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.459
2026-08-11T12:00:00Z,dispatch-optimizer,0,0,south,premium,0.158
2026-08-11T12:00:00Z,dispatch-optimizer,1,0,north,basic,0.446
2026-08-11T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.263
2026-08-11T12:00:00Z,dispatch-optimizer,1,1,south,basic,0.962
2026-08-11T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.973
2026-08-11T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.547
2026-08-11T12:00:00Z,dispatch-optimizer,0,0,south,premium,0.244
2026-08-11T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.966
2026-08-11T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.31
2026-08-11T12:00:00Z,dispatch-optimizer,0,0,south,basic,0.357
2026-08-11T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.001
2026-08-11T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.382
2026-08-11T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.475
2026-08-11T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.503
2026-08-11T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.201
2026-08-11T12:00:00Z,dispatch-optimizer,1,1,south,basic,0.505
2026-08-11T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.005
2026-08-11T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.264
2026-08-11T12:00:00Z,dispatch-optimizer,0,0,south,premium,0.09
2026-08-11T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.4
2026-08-11T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.042
2026-08-11T12:00:00Z,dispatch-optimizer,0,0,south,basic,0.022
2026-08-11T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.304
2026-08-11T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.233
2026-08-11T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.586
2026-08-11T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.529
2026-08-11T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.751
2026-08-11T12:00:00Z,dispatch-optimizer,1,1,south,basic,0.658
2026-08-12T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.716
2026-08-12T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.879
2026-08-12T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.39
2026-08-12T12:00:00Z,dispatch-optimizer,0,0,south,basic,0.326
2026-08-12T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.985
2026-08-12T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.149
2026-08-12T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.724
2026-08-12T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.643
2026-08-12T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.044
2026-08-12T12:00:00Z,dispatch-optimizer,1,1,south,basic,0.835
2026-08-12T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.892
2026-08-12T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.627
2026-08-12T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.734
2026-08-12T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.812
2026-08-12T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.139
2026-08-12T12:00:00Z,dispatch-optimizer,1,1,south,basic,0.524
2026-08-12T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.504
2026-08-12T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.835
2026-08-12T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.805
2026-08-12T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.826
2026-08-12T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.584
2026-08-12T12:00:00Z,dispatch-optimizer,1,1,south,basic,0.893
2026-08-12T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.683
2026-08-12T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.693
2026-08-12T12:00:00Z,dispatch-optimizer,0,0,south,premium,0.23
2026-08-12T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.031
2026-08-12T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.133
2026-08-12T12:00:00Z,dispatch-optimizer,0,0,south,basic,0.361
2026-08-12T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.105
2026-08-12T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.836
2026-08-12T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.559
2026-08-12T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.628
2026-08-12T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.626
2026-08-12T12:00:00Z,dispatch-optimizer,1,1,south,basic,0.681
2026-08-12T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.489
2026-08-12T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.003
2026-08-12T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.798
2026-08-12T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.748
2026-08-12T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.503
2026-08-12T12:00:00Z,dispatch-optimizer,1,1,south,basic,0.535
2026-08-13T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.659
2026-08-13T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.066
2026-08-13T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.737
2026-08-13T12:00:00Z,dispatch-optimizer,0,0,south,basic,0.252
2026-08-13T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.074
2026-08-13T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.266
2026-08-13T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.729
2026-08-13T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.205
2026-08-13T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.74
2026-08-13T12:00:00Z,dispatch-optimizer,1,1,south,basic,0.976
2026-08-13T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.494
2026-08-13T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.383
2026-08-13T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.479
2026-08-13T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.684
2026-08-13T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.767
2026-08-13T12:00:00Z,dispatch-optimizer,1,1,south,basic,0.617
2026-08-13T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.643
2026-08-13T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.077
2026-08-13T12:00:00Z,dispatch-optimizer,0,0,south,premium,0.147
2026-08-13T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.254
2026-08-13T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.743
2026-08-13T12:00:00Z,dispatch-optimizer,0,0,south,basic,0.304
2026-08-13T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.568
2026-08-13T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.012
2026-08-13T12:00:00Z,dispatch-optimizer,0,0,south,premium,0.061
2026-08-13T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.269
2026-08-13T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.672
2026-08-13T12:00:00Z,dispatch-optimizer,1,1,south,basic,0.692
2026-08-13T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.676
2026-08-13T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.291
2026-08-13T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.517
2026-08-13T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.465
2026-08-13T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.466
2026-08-13T12:00:00Z,dispatch-optimizer,0,0,south,basic,0.119
2026-08-13T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.894
2026-08-13T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.199
2026-08-13T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.978
2026-08-13T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.936
2026-08-13T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.018
2026-08-13T12:00:00Z,dispatch-optimizer,1,1,south,basic,0.459
2026-08-14T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.82
2026-08-14T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.968
2026-08-14T12:00:00Z,dispatch-optimizer,1,0,north,premium,0.449
2026-08-14T12:00:00Z,dispatch-optimizer,0,0,south,basic,0.269
2026-08-14T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.21
2026-08-14T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.946
2026-08-14T12:00:00Z,dispatch-optimizer,0,0,south,premium,0.211
2026-08-14T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.581
2026-08-14T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.142
2026-08-14T12:00:00Z,dispatch-optimizer,1,1,south,basic,0.524
2026-08-14T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.953
2026-08-14T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.133
2026-08-14T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.82
2026-08-14T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.509
2026-08-14T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.887
2026-08-14T12:00:00Z,dispatch-optimizer,1,1,south,basic,0.703
2026-08-14T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.231
2026-08-14T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.898
2026-08-14T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.486
2026-08-14T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.025
2026-08-14T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.004
2026-08-14T12:00:00Z,dispatch-optimizer,1,1,south,basic,0.492
2026-08-14T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.451
2026-08-14T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.302
2026-08-14T12:00:00Z,dispatch-optimizer,0,0,south,premium,0.141
2026-08-14T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.344
2026-08-14T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.316
2026-08-14T12:00:00Z,dispatch-optimizer,1,1,south,basic,0.84
2026-08-14T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.002
2026-08-14T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.751
2026-08-14T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.839
2026-08-14T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.12
2026-08-14T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.926
2026-08-14T12:00:00Z,dispatch-optimizer,1,1,south,basic,0.713
2026-08-14T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.902
2026-08-14T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.29
2026-08-14T12:00:00Z,dispatch-optimizer,0,0,south,premium,0.372
2026-08-14T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.393
2026-08-14T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.999
2026-08-14T12:00:00Z,dispatch-optimizer,1,1,south,basic,0.589
2026-08-15T12:00:00Z,dispatch-optimizer,0,0,south,premium,0.361
2026-08-15T12:00:00Z,dispatch-optimizer,1,0,north,basic,0.428
2026-08-15T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.275
2026-08-15T12:00:00Z,dispatch-optimizer,0,0,south,basic,0.048
2026-08-15T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.102
2026-08-15T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.835
2026-08-15T12:00:00Z,dispatch-optimizer,0,0,south,premium,0.286
2026-08-15T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.936
2026-08-15T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.249
2026-08-15T12:00:00Z,dispatch-optimizer,0,0,south,basic,0.266
2026-08-15T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.511
2026-08-15T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.19
2026-08-15T12:00:00Z,dispatch-optimizer,0,0,south,premium,0.373
2026-08-15T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.956
2026-08-15T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.884
2026-08-15T12:00:00Z,dispatch-optimizer,1,1,south,basic,0.812
2026-08-15T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.631
2026-08-15T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.913
2026-08-15T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.941
2026-08-15T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.549
2026-08-15T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.72
2026-08-15T12:00:00Z,dispatch-optimizer,0,0,south,basic,0.049
2026-08-15T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.732
2026-08-15T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.451
2026-08-15T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.753
2026-08-15T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.644
2026-08-15T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.286
2026-08-15T12:00:00Z,dispatch-optimizer,0,0,south,basic,0.049
2026-08-15T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.927
2026-08-15T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.127
2026-08-15T12:00:00Z,dispatch-optimizer,0,1,south,premium,0.472
2026-08-15T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.344
2026-08-15T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.298
2026-08-15T12:00:00Z,dispatch-optimizer,0,1,south,basic,0.739
2026-08-15T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.976
2026-08-15T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.26
2026-08-15T12:00:00Z,dispatch-optimizer,0,1,south,premium,0.656
2026-08-15T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.301
2026-08-15T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.557
2026-08-15T12:00:00Z,dispatch-optimizer,0,0,south,basic,0.394
2026-08-16T12:00:00Z,dispatch-optimizer,0,0,south,premium,0.167
2026-08-16T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.162
2026-08-16T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.208
2026-08-16T12:00:00Z,dispatch-optimizer,1,1,south,basic,0.906
2026-08-16T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.497
2026-08-16T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.22
2026-08-16T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.906
2026-08-16T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.996
2026-08-16T12:00:00Z,dispatch-optimizer,1,0,north,premium,0.45
2026-08-16T12:00:00Z,dispatch-optimizer,0,0,south,basic,0.14
2026-08-16T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.192
2026-08-16T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.091
2026-08-16T12:00:00Z,dispatch-optimizer,0,0,south,premium,0.342
2026-08-16T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.091
2026-08-16T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.239
2026-08-16T12:00:00Z,dispatch-optimizer,0,0,south,basic,0.258
2026-08-16T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.57
2026-08-16T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.887
2026-08-16T12:00:00Z,dispatch-optimizer,0,1,south,premium,0.75
2026-08-16T12:00:00Z,dispatch-optimizer,1,0,north,basic,0.413
2026-08-16T12:00:00Z,dispatch-optimizer,1,0,north,premium,0.414
2026-08-16T12:00:00Z,dispatch-optimizer,0,1,south,basic,0.524
2026-08-16T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.377
2026-08-16T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.338
2026-08-16T12:00:00Z,dispatch-optimizer,0,0,south,premium,0.062
2026-08-16T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.278
2026-08-16T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.968
2026-08-16T12:00:00Z,dispatch-optimizer,0,0,south,basic,0.126
2026-08-16T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.503
2026-08-16T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.63
2026-08-16T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.863
2026-08-16T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.216
2026-08-16T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.271
2026-08-16T12:00:00Z,dispatch-optimizer,0,0,south,basic,0.248
2026-08-16T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.4
2026-08-16T12:00:00Z,dispatch-optimizer,1,0,north,basic,0.446
2026-08-16T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.954
2026-08-16T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.849
2026-08-16T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.873
2026-08-16T12:00:00Z,dispatch-optimizer,0,0,south,basic,0.022
2026-08-17T12:00:00Z,dispatch-optimizer,0,0,south,premium,0.032
2026-08-17T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.71
2026-08-17T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.896
2026-08-17T12:00:00Z,dispatch-optimizer,0,1,south,basic,0.473
2026-08-17T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.587
2026-08-17T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.0
2026-08-17T12:00:00Z,dispatch-optimizer,0,0,south,premium,0.392
2026-08-17T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.927
2026-08-17T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.826
2026-08-17T12:00:00Z,dispatch-optimizer,1,1,south,basic,0.855
2026-08-17T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.972
2026-08-17T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.248
2026-08-17T12:00:00Z,dispatch-optimizer,0,0,south,premium,0.109
2026-08-17T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.154
2026-08-17T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.522
2026-08-17T12:00:00Z,dispatch-optimizer,0,1,south,basic,0.682
2026-08-17T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.941
2026-08-17T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.722
2026-08-17T12:00:00Z,dispatch-optimizer,0,1,south,premium,0.647
2026-08-17T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.765
2026-08-17T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.457
2026-08-17T12:00:00Z,dispatch-optimizer,0,1,south,basic,0.552
2026-08-17T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.04
2026-08-17T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.782
2026-08-17T12:00:00Z,dispatch-optimizer,0,0,south,premium,0.233
2026-08-17T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.92
2026-08-17T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.646
2026-08-17T12:00:00Z,dispatch-optimizer,0,0,south,basic,0.304
2026-08-17T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.128
2026-08-17T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.252
2026-08-17T12:00:00Z,dispatch-optimizer,0,1,south,premium,0.636
2026-08-17T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.699
2026-08-17T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.112
2026-08-17T12:00:00Z,dispatch-optimizer,0,0,south,basic,0.07
2026-08-17T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.524
2026-08-17T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.583
2026-08-17T12:00:00Z,dispatch-optimizer,0,0,south,premium,0.388
2026-08-17T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.224
2026-08-17T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.601
2026-08-17T12:00:00Z,dispatch-optimizer,0,0,south,basic,0.01
2026-08-18T12:00:00Z,dispatch-optimizer,0,0,south,premium,0.302
2026-08-18T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.461
2026-08-18T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.959
2026-08-18T12:00:00Z,dispatch-optimizer,0,1,south,basic,0.645
2026-08-18T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.884
2026-08-18T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.475
2026-08-18T12:00:00Z,dispatch-optimizer,0,0,south,premium,0.235
2026-08-18T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.247
2026-08-18T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.961
2026-08-18T12:00:00Z,dispatch-optimizer,0,1,south,basic,0.705
2026-08-18T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.307
2026-08-18T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.022
2026-08-18T12:00:00Z,dispatch-optimizer,0,1,south,premium,0.498
2026-08-18T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.674
2026-08-18T12:00:00Z,dispatch-optimizer,1,0,north,premium,0.42
2026-08-18T12:00:00Z,dispatch-optimizer,0,0,south,basic,0.257
2026-08-18T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.667
2026-08-18T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.925
2026-08-18T12:00:00Z,dispatch-optimizer,0,0,south,premium,0.227
2026-08-18T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.034
2026-08-18T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.338
2026-08-18T12:00:00Z,dispatch-optimizer,0,0,south,basic,0.421
2026-08-18T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.683
2026-08-18T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.198
2026-08-18T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.797
2026-08-18T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.739
2026-08-18T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.505
2026-08-18T12:00:00Z,dispatch-optimizer,0,0,south,basic,0.205
2026-08-18T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.97
2026-08-18T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.312
2026-08-18T12:00:00Z,dispatch-optimizer,1,1,south,premium,0.82
2026-08-18T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.231
2026-08-18T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.221
2026-08-18T12:00:00Z,dispatch-optimizer,1,1,south,basic,0.76
2026-08-18T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.295
2026-08-18T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.952
2026-08-18T12:00:00Z,dispatch-optimizer,0,1,south,premium,0.496
2026-08-18T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.187
2026-08-18T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.223
2026-08-18T12:00:00Z,dispatch-optimizer,0,0,south,basic,0.417
2026-08-19T12:00:00Z,dispatch-optimizer,0,1,south,premium,0.665
2026-08-19T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.949
2026-08-19T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.146
2026-08-19T12:00:00Z,dispatch-optimizer,0,0,south,basic,0.393
2026-08-19T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.213
2026-08-19T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.974
2026-08-19T12:00:00Z,dispatch-optimizer,0,0,south,premium,0.142
2026-08-19T12:00:00Z,dispatch-optimizer,0,0,north,basic,0.052
2026-08-19T12:00:00Z,dispatch-optimizer,0,0,north,premium,0.06
2026-08-19T12:00:00Z,dispatch-optimizer,0,0,south,basic,0.393
2026-08-19T12:00:00Z,dispatch-optimizer,1,1,north,premium,0.898
2026-08-19T12:00:00Z,dispatch-optimizer,1,1,north,basic,0.884
2026-08-19T12:00:00Z,dispatch-optimizer,0,1,south,premium,0.733
